#compound_ID,Exp_label(HGMMS/HGMMI),chemical_name,SMILES,reaction_type,direct_metabolite,final_metabolite,reference_year_month,reference_title,DOI
TI0315,HGMMI,aminophylline,Cn1c2c(c(=O)n(c1=O)C)[nH]cn2,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0316,HGMMI,apomorphine,CN1CCc2cccc3c2[C@@H]1Cc1c3c(c(cc1)O)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0317,HGMMI,promethazine,C[C@H](CN1c2ccccc2Sc2ccccc12)N(C)C,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0318,HGMMI,quetiapine,C1CN(CCN1CCOCCO)C1=Nc2ccccc2Sc2ccccc12,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0319,HGMMI,amoxapine,C1CN(CCN1)C1=Nc2ccccc2Oc2c1cc(cc2)Cl,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0320,HGMMI,metoclopramide,CCN(CC)CCNC(=O)c1cc(c(cc1OC)N)Cl,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0321,HGMMI,famotidine,c1c(nc(s1)N=C(N)N)CSCC/C(=N\S(=O)(=O)N)/N,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0322,HGMMI,ticlopidine,C1CN(Cc2c1scc2)Cc1ccccc1Cl,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0323,HGMMI,vardenafil,CCCc1nc(c2n1[nH]c(nc2=O)c1c(ccc(c1)S(=O)(=O)N1CCN(CC1)CC)OCC)C,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0324,HGMMI,linezolid,CC(=O)NC[C@H]1CN(C(=O)O1)c1cc(c(cc1)N1CCOCC1)F,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0325,HGMMI,olopatadine,CN(C)CC/C=C\1/c2ccccc2COc2c1cc(cc2)CC(=O)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0326,HGMMI,nisoldipine,CC1=C([C@@H](C(=C(N1)C)C(=O)OCC(C)C)c1ccccc1[N](=O)O)C(=O)OC,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0327,HGMMI,lamotrigine,c1cc(c(c(c1)Cl)Cl)c1c(nc(nn1)N)N,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0328,HGMMI,atovaquone,C1C[C@@H](CC[C@H]1c1ccc(cc1)Cl)C1=C(c2ccccc2C(=O)C1=O)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0329,HGMMI,aripiprazole,C1CC(=O)Nc2c1ccc(c2)OCCCCN1CCN(CC1)c1c(c(ccc1)Cl)Cl,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0330,HGMMI,candesartan,CCOc1nc2cccc(c2n1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)C(=O)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0331,HGMMI,eprosartan mesylate,CCCCc1ncc(n1Cc1ccc(cc1)C(=O)O)/C=C(\Cc1cccs1)/C(=O)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0332,HGMMI,guanfacine,c1cc(c(c(c1)Cl)CC(=O)N=C(N)N)Cl,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0333,HGMMI,tizanidine,C1CN=C(N1)Nc1c(ccc2nsnc12)Cl,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0334,HGMMI,gefitinib,COc1c(cc2c(c1)ncnc2Nc1cc(c(cc1)F)Cl)OCCCN1CCOCC1,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0335,HGMMI,montelukast.na,CC(C)(c1ccccc1CC[C@@H](c1cccc(c1)/C=C\c1nc2c(ccc(c2)Cl)cc1)SCC1(CC1)CC(=O)O)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0336,HGMMI,dofetilide,CN(CCc1ccc(cc1)NS(=O)(=O)C)CCOc1ccc(cc1)NS(=O)(=O)C,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0337,HGMMI,erlotinib,COCCOc1c(cc2c(c1)c(ncn2)Nc1cccc(c1)C#C)OCCOC,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0338,HGMMI,tacrine,C1CCc2nc3ccccc3c(c2C1)N,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0339,HGMMI,amiloride.hcl.2h2o,c1(c(nc(c(n1)Cl)N)N)C(=O)N=C(N)N,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0340,HGMMI,gabapentin,C1CCC(CC1)(CC(=O)O)CN,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0341,HGMMI,phenoxybenzamine.hcl,C[C@H](COc1ccccc1)N(CCCl)Cc1ccccc1,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0342,HGMMI,trifluoperazine,CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0343,HGMMI,clozapine,CN1CCN(CC1)C1=c2ccccc2=Nc2c(N1)cc(cc2)Cl,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0344,HGMMI,acitretin,Cc1cc(c(c(c1/C=C\C(=C/C=C\C(=C\C(=O)O)\C)\C)C)C)OC,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0345,HGMMI,calcitriol,C[C@H](CCCC(C)(C)O)[C@@H]1CC[C@H]2[C@@]1(CCC/C/2=C/C=C\1/C[C@H](C[C@@H](C1=C)O)O)C,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0346,HGMMI,ketoconazole,CC(=O)N1CCN(CC1)c1ccc(cc1)OC[C@H]1CO[C@](O1)(Cn1ccnc1)c1c(cc(cc1)Cl)Cl,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0347,HGMMI,cromolyn,c1cc2c(c(c1)OCC(COc1cccc3c1c(=O)cc(o3)C(=O)O)O)c(=O)cc(o2)C(=O)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0348,HGMMI,bumetanide,CCCCNc1c(c(cc(c1)C(=O)O)S(=O)(=O)N)Oc1ccccc1,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0349,HGMMI,piroxicam,CN1C(=C(c2ccccc2S1(=O)=O)O)C(=O)Nc1ccccn1,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0350,HGMMI,moxifloxacin.hcl,COc1c2c(cc(c1N1C[C@H]3CCCN[C@H]3C1)F)c(=O)c(cn2C1CC1)C(=O)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0351,HGMMI,carbidopa,C[C@](Cc1cc(c(cc1)O)O)(C(=O)O)NN,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0352,HGMMI,ketoprofen,C[C@H](c1cccc(c1)C(=O)c1ccccc1)C(=O)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0353,HGMMI,meloxicam,Cc1cnc(s1)NC(=O)C1=C(c2ccccc2S(=O)(=O)N1C)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0354,HGMMI,terbinafine,CC(C)(C)C#C/C=C\CN(C)Cc1cccc2ccccc12,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0355,HGMMI,raloxifene,C1CCN(CC1)CCOc1ccc(cc1)C(=O)c1c(sc2c1ccc(c2)O)c1ccc(cc1)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0356,HGMMI,delavirdine mesylate,CC(C)Nc1c(nccc1)N1CCN(CC1)C(=O)c1cc2c([nH]1)ccc(c2)NS(=O)(=O)C,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0357,HGMMI,cetirizine,C1CN(CCN1CCOCC(=O)O)[C@H](c1ccccc1)c1ccc(cc1)Cl,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0358,HGMMI,pioglitazone.hcl,CCc1cnc(cc1)CCOc1ccc(cc1)C[C@H]1C(=O)NC(=O)S1,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0359,HGMMI,rivastigmine tartrate,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0360,HGMMI,zileuton,C[C@H](c1cc2ccccc2s1)N(C(=O)N)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0361,HGMMI,diazoxide,CC1=NS(=O)(=O)c2c(N1)ccc(c2)Cl,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0362,HGMMI,glyburide,COc1c(cc(cc1)Cl)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0363,HGMMI,bexarotene,Cc1cc2c(cc1C(=C)c1ccc(cc1)C(=O)O)C(CCC2(C)C)(C)C,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0364,HGMMI,letrozole,c1cc(ccc1C#N)C(c1ccc(cc1)C#N)n1cncn1,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0365,HGMMI,clindamycin palmitate,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@H]([C@H]([C@H](O[C@H]1SC)[C@H]([C@H](C)Cl)NC(=O)[C@@H]1C[C@H](CN1C)CCC)O)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0366,HGMMI,fluvastatin,CC(C)n1c2=CCCC=c2c(c1/C=C\[C@H](C[C@H](CC(=O)O)O)O)c1ccc(cc1)F,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0367,HGMMI,fosinopril,CCC(=O)O[C@H](C(C)C)O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C[C@@H]1C(=O)O)C1CCCCC1,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0368,HGMMI,granisetron.hcl,CN1[C@@H]2CCC[C@H]1C[C@H](C2)NC(=O)c1nn(c2ccccc12)C,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0369,HGMMI,atazanavir,CC(C)(C)[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](CN(Cc1ccc(cc1)c1ccccn1)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0370,HGMMI,oseltamivir phosphate,CCC(CC)O[C@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)OCC,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0371,HGMMI,pramipexole dihydrochloride monohydrate,CCCN[C@@H]1CCc2c(C1)sc(n2)N,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0372,HGMMI,acyclovir (acycloguanosine) zovirax,c1nc2c(n1COCCO)[nH]c(nc2=O)N,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0373,HGMMI,albendazole,CCCSc1cc2c(cc1)nc([nH]2)NC(=O)OC,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0374,HGMMI,4-aminosalicylic acid,c1cc(c(cc1N)O)C(=O)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0375,HGMMI,azithromycin,CC[C@@H]1[C@]([C@@H]([C@H](N(C[C@H](C[C@]([C@H]([C@H]([C@H]([C@@H](C(=O)O1)C)O[C@H]1C[C@]([C@H]([C@H](O1)C)O)(C)OC)C)O[C@H]1[C@H]([C@@H](C[C@H](O1)C)N(C)C)O)(C)O)C)C)C)O)(C)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0376,HGMMI,buspirone,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN1CCN(CC1)c1ncccn1,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0377,HGMMI,chlorpheniramine maleate,CN(C)CC[C@H](c1ccc(cc1)Cl)c1ccccn1,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0378,HGMMI,thalidomide,C1CC(=O)NC(=O)[C@H]1N1C(=O)c2ccccc2C1=O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0379,HGMMI,ciprofloxacin,C1CC1n1cc(c(=O)c2cc(c(cc12)N1CCNCC1)F)C(=O)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0380,HGMMI,citalopram,CN(C)CCC[C@@]1(c2c(CO1)cc(cc2)C#N)c1ccc(cc1)F,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0381,HGMMI,clomiphene citrate,CCN(CC)CCOc1ccc(cc1)/C(=C(\c1ccccc1)/Cl)/c1ccccc1,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0382,HGMMI,desloratadine,C1Cc2c(ccc(c2)Cl)C(=C2CCNCC2)c2c1cccn2,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0383,HGMMI,dextromethorphan,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1c3cc(cc1)OC,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0384,HGMMI,diclofenac,c1ccc(c(c1)CC(=O)O)Nc1c(cccc1Cl)Cl,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0385,HGMMI,diflunisal,c1cc(c(cc1c1c(cc(cc1)F)F)C(=O)O)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0386,HGMMI,doxycycline monohydrate,C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(c2c1cccc2O)O)O)O)C(=O)N)N(C)C)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0387,HGMMI,esomeprazole,Cc1cnc(c(c1OC)C)C[S@@](=O)c1nc2c([nH]1)ccc(c2)OC,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0388,HGMMI,estrone,C[C@@]12CC[C@@H]3[C@H]([C@@H]1CCC2=O)CCc1c3ccc(c1)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0389,HGMMI,fenoprofen calcium,C[C@H](c1cc(ccc1)Oc1ccccc1)C(=O)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0390,HGMMI,flurbiprofen,C[C@H](c1cc(c(cc1)c1ccccc1)F)C(=O)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0391,HGMMI,furosemide,c1coc(c1)CNc1cc(c(cc1C(=O)O)S(=O)(=O)N)Cl,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0392,HGMMI,gemfibrozil,Cc1cc(c(cc1)C)OCCCC(C)(C)C(=O)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0393,HGMMI,glimepiride,CCC1=C(CN(C1=O)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)N[C@@H]1CC[C@H](CC1)C)C,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0394,HGMMI,indapamide,C[C@H]1Cc2ccccc2N1NC(=O)c1cc(c(cc1)Cl)S(=O)(=O)N,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0395,HGMMI,ofloxacin,C[C@H]1COc2c3n1cc(c(=O)c3cc(c2N1CCN(CC1)C)F)C(=O)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0396,HGMMI,leflunomide,Cc1c(cno1)C(=O)Nc1ccc(cc1)C(F)(F)F,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0397,HGMMI,loratadine,CCOC(=O)N1CCC(=C2c3c(CCc4c2nccc4)cc(cc3)Cl)CC1,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0398,HGMMI,mefenamic acid,Cc1c(c(ccc1)Nc1ccccc1C(=O)O)C,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0399,HGMMI,methimazole,Cn1cc[nH]c1=S,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0400,HGMMI,minocycline,CN(C)[C@@H]1[C@H]2C[C@@H]3Cc4c(ccc(c4C(=C3C(=O)[C@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0401,HGMMI,pentoxifylline,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(c1=O)C,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0402,HGMMI,praziquantel,C1CCC(CC1)C(=O)N1C[C@H]2c3ccccc3CCN2C(=O)C1,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0403,HGMMI,ranolazine,Cc1c(c(ccc1)C)NC(=O)CN1CCN(CC1)C[C@@H](COc1ccccc1OC)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0404,HGMMI,rimantadine,C[C@@H]([C@@]12C[C@H]3C[C@@H](C1)C[C@H](C3)C2)N,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0405,HGMMI,propranolol.hcl,CC(C)NC[C@H](COc1cccc2ccccc12)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0406,HGMMI,scopolamine,CN1[C@@H]2C[C@@H](C[C@H]1[C@H]1[C@@H]2O1)OC(=O)[C@H](CO)c1ccccc1,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0407,HGMMI,sulfadiazine,c1cnc(nc1)NS(=O)(=O)c1ccc(cc1)N,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0408,HGMMI,tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc1cc(c(cc1)OC)S(=O)(=O)N,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0409,HGMMI,terazosin,COc1c(cc2c(c1)c(nc(n2)N1CCN(CC1)C(=O)[C@@H]1CCCO1)N)OC,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0410,HGMMI,topotecan,CC[C@@]1(c2c(COC1=O)c(=O)n1Cc3c(c1c2)nc1ccc(c(c1c3)CN(C)C)O)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0411,HGMMI,toremifene base,CN(C)CCOc1ccc(cc1)/C(=C(\CCCl)/c1ccccc1)/c1ccccc1,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0412,HGMMI,tolmetin sodium dihydrate,Cc1ccc(cc1)C(=O)c1ccc(n1C)CC(=O)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0413,HGMMI,tramadol,CN(C)C[C@H]1CCCC[C@]1(c1cc(ccc1)OC)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0414,HGMMI,trimethoprim,COc1cc(cc(c1OC)OC)Cc1cnc(nc1N)N,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0415,HGMMI,venlafaxine,CN(C)C[C@H](c1ccc(cc1)OC)C1(CCCCC1)O,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0416,HGMMI,ketotifen fumarate,CN1CCC(=C2c3c(C(=O)Cc4ccccc24)scc3)CC1,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0417,HGMMI,ondansetron,Cc1nccn1C[C@@H]1CCc2c(C1=O)c1ccccc1n2C,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0418,HGMMI,thioridazine,CN1CCCC[C@H]1CCN1c2ccccc2Sc2c1cc(cc2)SC,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0419,HGMMI,aprepitant,C[C@H](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)O[C@@H]1[C@@H](N(CCO1)Cc1nc(=O)[nH][nH]1)c1ccc(cc1)F,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0420,HGMMI,bosentan,CC(C)(C)c1ccc(cc1)S(=O)(=O)Nc1c(c(nc(n1)c1ncccn1)OCCO)Oc1ccccc1OC,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
TI0421,HGMMI,efavirenz,C1CC1C#C[C@@]1(c2c(ccc(c2)Cl)NC(=O)O1)C(F)(F)F,NONE,NONE,NONE,2020/06,Personalized Mapping of Drug Metabolism by the Human Gut Microbiome,10.1016/j.cell.2020.05.001
